#data
24.0,41.0,2019-07-04 16:51:55.351612
24.0,40.0,2019-07-04 16:51:55.905083
23.0,41.0,2019-07-04 16:51:56.458623
23.0,41.0,2019-07-04 16:51:57.012330
23.0,41.0,2019-07-04 16:51:57.564692
23.0,41.0,2019-07-04 16:51:58.117536
24.0,41.0,2019-07-04 16:51:58.669700
23.0,41.0,2019-07-04 16:51:59.220871
24.0,41.0,2019-07-04 16:51:59.772791
24.0,40.0,2019-07-04 16:52:00.324433
24.0,40.0,2019-07-04 16:52:00.876028
23.0,40.0,2019-07-04 16:52:03.956477
23.0,43.0,2019-07-04 16:52:09.566796
23.0,43.0,2019-07-04 16:52:10.118550
24.0,42.0,2019-07-04 16:52:13.197971
23.0,43.0,2019-07-04 16:52:13.753631
23.0,42.0,2019-07-04 16:52:14.307021
23.0,42.0,2019-07-04 16:52:14.860327
12.0,148.0,2019-07-04 16:52:15.400485
24.0,41.0,2019-07-04 16:52:15.952749
24.0,41.0,2019-07-04 16:52:16.504987
24.0,41.0,2019-07-04 16:52:17.058917
24.0,41.0,2019-07-04 16:52:17.610341
24.0,41.0,2019-07-04 16:52:18.163045
12.0,148.0,2019-07-04 16:52:18.715484
24.0,41.0,2019-07-04 16:52:19.268082
24.0,41.0,2019-07-04 16:52:22.347810
24.0,44.0,2019-07-04 16:52:22.905686
24.0,42.0,2019-07-04 16:52:23.457771
23.0,41.0,2019-07-04 16:52:24.012287
24.0,41.0,2019-07-04 16:52:24.566711
24.0,41.0,2019-07-04 16:52:25.122389
24.0,41.0,2019-07-04 16:52:25.676846
24.0,40.0,2019-07-04 16:52:26.228885
12.0,148.0,2019-07-04 16:52:26.768660
24.0,40.0,2019-07-04 16:52:27.323203
24.0,40.0,2019-07-04 16:52:27.875908
24.0,40.0,2019-07-04 16:52:28.427746
24.0,40.0,2019-07-04 16:52:28.983249
24.0,41.0,2019-07-04 16:52:29.537235
24.0,40.0,2019-07-04 16:52:30.090394
23.0,40.0,2019-07-04 16:52:30.642656
24.0,41.0,2019-07-04 16:52:31.198167
24.0,43.0,2019-07-04 16:52:37.033097
23.0,43.0,2019-07-04 16:52:37.598261
24.0,42.0,2019-07-04 16:52:38.151603
24.0,41.0,2019-07-04 16:52:38.704077
24.0,41.0,2019-07-04 16:52:39.256719
24.0,40.0,2019-07-04 16:52:39.809316
24.0,41.0,2019-07-04 16:52:40.361679
24.0,41.0,2019-07-04 16:52:40.914101
24.0,40.0,2019-07-04 16:52:41.466248
24.0,41.0,2019-07-04 16:52:42.018741
24.0,40.0,2019-07-04 16:52:42.571074
24.0,40.0,2019-07-04 16:52:43.123164
24.0,41.0,2019-07-04 16:52:43.675436
24.0,40.0,2019-07-04 16:52:44.229614
24.0,41.0,2019-07-04 16:52:44.784335
24.0,40.0,2019-07-04 16:52:45.336661
23.0,40.0,2019-07-04 16:52:45.890890
24.0,40.0,2019-07-04 16:52:46.443565
24.0,40.0,2019-07-04 16:52:46.999828
24.0,41.0,2019-07-04 16:52:47.551928
24.0,40.0,2019-07-04 16:52:48.108191
24.0,40.0,2019-07-04 16:52:48.659510
24.0,40.0,2019-07-04 16:52:51.733019
24.0,42.0,2019-07-04 16:52:52.311711
24.0,41.0,2019-07-04 16:52:52.863373
24.0,40.0,2019-07-04 16:52:53.414815
24.0,40.0,2019-07-04 16:52:56.494879
24.0,41.0,2019-07-04 16:52:59.582545
24.0,45.0,2019-07-04 16:53:00.134398
24.0,44.0,2019-07-04 16:53:05.745946
24.0,42.0,2019-07-04 16:53:08.833824
24.0,43.0,2019-07-04 16:53:09.387392
24.0,42.0,2019-07-04 16:53:09.940151
24.0,41.0,2019-07-04 16:53:11.443817
24.0,42.0,2019-07-04 16:53:14.499451
24.0,43.0,2019-07-04 16:54:10.765602
24.0,46.0,2019-07-04 16:54:11.294246
23.0,44.0,2019-07-04 16:54:11.822742
23.0,44.0,2019-07-04 16:54:17.408973
24.0,43.0,2019-07-04 16:54:20.465179
24.0,42.0,2019-07-04 16:54:23.521286
24.0,43.0,2019-07-04 16:54:26.580494
24.0,43.0,2019-07-04 16:54:29.636410
23.0,43.0,2019-07-04 16:54:30.164845
11.0,149.0,2019-07-04 16:54:30.692771
23.0,42.0,2019-07-04 16:54:33.748775
23.0,44.0,2019-07-04 16:54:34.277071
23.0,42.0,2019-07-04 16:54:34.805470
23.0,41.0,2019-07-04 16:54:35.353058
24.0,41.0,2019-07-04 16:54:35.881501
24.0,41.0,2019-07-04 16:54:38.937528
24.0,43.0,2019-07-04 16:54:39.465954
23.0,41.0,2019-07-04 16:54:39.994244
23.0,41.0,2019-07-04 16:54:40.522680
24.0,44.0,2019-07-04 16:54:46.111042
24.0,43.0,2019-07-04 16:54:46.639647
24.0,42.0,2019-07-04 16:54:47.167784
24.0,41.0,2019-07-04 16:54:47.696243
24.0,41.0,2019-07-04 16:54:48.224777
23.0,41.0,2019-07-04 16:54:48.753409
24.0,41.0,2019-07-04 16:54:49.282164
24.0,41.0,2019-07-04 16:54:52.342334
23.0,43.0,2019-07-04 16:55:02.985305
23.0,42.0,2019-07-04 16:55:06.045324
23.0,42.0,2019-07-04 16:55:09.101489
23.0,41.0,2019-07-04 16:55:12.160857
23.0,43.0,2019-07-04 16:55:12.712213
24.0,42.0,2019-07-04 16:55:13.240364
24.0,42.0,2019-07-04 16:55:13.768562
24.0,41.0,2019-07-04 16:55:14.296695
23.0,41.0,2019-07-04 16:55:14.824903
23.0,41.0,2019-07-04 16:55:15.353140
23.0,40.0,2019-07-04 16:55:15.881726
24.0,41.0,2019-07-04 16:55:16.409739
23.0,41.0,2019-07-04 16:55:16.937775
24.0,40.0,2019-07-04 16:55:17.465672
24.0,40.0,2019-07-04 16:55:18.015903
23.0,40.0,2019-07-04 16:55:18.544266
24.0,42.0,2019-07-04 16:55:21.599319
24.0,40.0,2019-07-04 16:55:24.655663
23.0,43.0,2019-07-04 16:55:25.184612
24.0,41.0,2019-07-04 16:55:25.712801
24.0,41.0,2019-07-04 16:55:26.241314
24.0,40.0,2019-07-04 16:55:26.769215
24.0,41.0,2019-07-04 16:55:27.297793
24.0,41.0,2019-07-04 16:55:27.825714
23.0,40.0,2019-07-04 16:55:28.354263
24.0,41.0,2019-07-04 16:55:31.409820
24.0,41.0,2019-07-04 16:55:34.465379
24.0,42.0,2019-07-04 16:55:34.993275
24.0,41.0,2019-07-04 16:55:35.521110
12.0,148.0,2019-07-04 16:55:36.048821
24.0,40.0,2019-07-04 16:55:39.104425
24.0,43.0,2019-07-04 16:55:39.632875
23.0,42.0,2019-07-04 16:55:45.219517
24.0,43.0,2019-07-04 16:55:53.334260
24.0,43.0,2019-07-04 16:55:53.862237
23.0,41.0,2019-07-04 16:55:56.921502
24.0,42.0,2019-07-04 16:55:57.449440
24.0,41.0,2019-07-04 16:55:57.977278
24.0,41.0,2019-07-04 16:55:58.505171
24.0,42.0,2019-07-04 16:55:59.036719
23.0,42.0,2019-07-04 16:55:59.564717
23.0,40.0,2019-07-04 16:56:00.092807
24.0,40.0,2019-07-04 16:56:03.154134
23.0,44.0,2019-07-04 16:56:03.682240
24.0,41.0,2019-07-04 16:56:04.210060
24.0,40.0,2019-07-04 16:56:04.738669
24.0,41.0,2019-07-04 16:56:07.799541
24.0,42.0,2019-07-04 16:56:08.327383
24.0,41.0,2019-07-04 16:56:08.855315
24.0,41.0,2019-07-04 16:56:09.383644
24.0,40.0,2019-07-04 16:56:09.911341
24.0,40.0,2019-07-04 16:56:10.439062
24.0,40.0,2019-07-04 16:56:10.966763
24.0,40.0,2019-07-04 16:56:11.494511
24.0,43.0,2019-07-04 16:56:17.079652
24.0,43.0,2019-07-04 16:56:17.607797
24.0,41.0,2019-07-04 16:56:18.135804
24.0,42.0,2019-07-04 16:56:18.663862
24.0,40.0,2019-07-04 16:56:19.191583
24.0,40.0,2019-07-04 16:56:19.719518
24.0,40.0,2019-07-04 16:56:20.247403
24.0,40.0,2019-07-04 16:56:20.775156
24.0,40.0,2019-07-04 16:56:21.302923
24.0,40.0,2019-07-04 16:56:21.830880
24.0,40.0,2019-07-04 16:56:22.393574
24.0,40.0,2019-07-04 16:56:22.921245
24.0,41.0,2019-07-04 16:56:23.449160
24.0,40.0,2019-07-04 16:56:23.977000
24.0,39.0,2019-07-04 16:56:27.033385
24.0,43.0,2019-07-04 16:56:32.616257
24.0,43.0,2019-07-04 16:56:33.144301
12.0,148.0,2019-07-04 16:56:33.672011
24.0,40.0,2019-07-04 16:56:36.727199
12.0,148.0,2019-07-04 16:56:39.781704
23.0,43.0,2019-07-04 16:56:40.307906
24.0,42.0,2019-07-04 16:56:40.835783
12.0,148.0,2019-07-04 16:56:41.363511
24.0,41.0,2019-07-04 16:56:41.891323
24.0,40.0,2019-07-04 16:56:42.419040
24.0,40.0,2019-07-04 16:56:42.946788
24.0,40.0,2019-07-04 16:56:43.474541
24.0,40.0,2019-07-04 16:56:44.002316
24.0,40.0,2019-07-04 16:56:44.530029
24.0,40.0,2019-07-04 16:56:45.057787
24.0,40.0,2019-07-04 16:56:45.585547
24.0,40.0,2019-07-04 16:56:46.113300
24.0,40.0,2019-07-04 16:56:49.168493
24.0,42.0,2019-07-04 16:56:49.696333
24.0,41.0,2019-07-04 16:56:50.224254
24.0,41.0,2019-07-04 16:56:50.752141
24.0,40.0,2019-07-04 16:56:51.279851
24.0,40.0,2019-07-04 16:56:54.334283
24.0,42.0,2019-07-04 16:56:54.862618
24.0,40.0,2019-07-04 16:56:57.918040
24.0,42.0,2019-07-04 16:56:58.445893
24.0,41.0,2019-07-04 16:56:58.973791
24.0,41.0,2019-07-04 16:56:59.501604
24.0,41.0,2019-07-04 16:57:05.091595
24.0,42.0,2019-07-04 16:57:08.147057
24.0,41.0,2019-07-04 16:57:11.202525
24.0,42.0,2019-07-04 16:57:11.730344
24.0,42.0,2019-07-04 16:57:14.785743
24.0,42.0,2019-07-04 16:57:15.313641
24.0,41.0,2019-07-04 16:57:15.841369
23.0,40.0,2019-07-04 16:57:16.369376
24.0,40.0,2019-07-04 16:57:16.897092
11.0,148.0,2019-07-04 16:57:17.425153
24.0,42.0,2019-07-04 16:57:23.008122
24.0,43.0,2019-07-04 16:57:23.536033
23.0,40.0,2019-07-04 16:57:26.591686
24.0,41.0,2019-07-04 16:57:29.647094
24.0,42.0,2019-07-04 16:57:32.702075
24.0,43.0,2019-07-04 16:57:38.283507
24.0,42.0,2019-07-04 16:57:38.811432
23.0,41.0,2019-07-04 16:57:39.339323
23.0,41.0,2019-07-04 16:57:39.867214
23.0,41.0,2019-07-04 16:57:40.395592
24.0,42.0,2019-07-04 16:57:45.978995
23.0,42.0,2019-07-04 16:57:51.561802
23.0,43.0,2019-07-04 16:57:52.089797
24.0,40.0,2019-07-04 16:57:55.148658
23.0,42.0,2019-07-04 16:57:55.676553
24.0,41.0,2019-07-04 16:57:56.204517
24.0,43.0,2019-07-04 16:58:04.318873
24.0,43.0,2019-07-04 16:58:04.846781
23.0,41.0,2019-07-04 16:58:05.374687
23.0,41.0,2019-07-04 16:58:05.902734
24.0,40.0,2019-07-04 16:58:08.958024
24.0,43.0,2019-07-04 16:58:09.485952
24.0,41.0,2019-07-04 16:58:10.013834
23.0,40.0,2019-07-04 16:58:10.541855
24.0,41.0,2019-07-04 16:58:11.069668
24.0,40.0,2019-07-04 16:58:11.597360
24.0,42.0,2019-07-04 16:58:19.709903
23.0,42.0,2019-07-04 16:58:20.237802
23.0,41.0,2019-07-04 16:58:20.765676
24.0,40.0,2019-07-04 16:58:23.825625
23.0,43.0,2019-07-04 16:58:29.407507
24.0,42.0,2019-07-04 16:58:29.935437
24.0,41.0,2019-07-04 16:58:30.463367
24.0,40.0,2019-07-04 16:58:30.991059
24.0,40.0,2019-07-04 16:58:31.518830
23.0,40.0,2019-07-04 16:58:32.046889
24.0,40.0,2019-07-04 16:58:32.574780
23.0,40.0,2019-07-04 16:58:35.630902
23.0,41.0,2019-07-04 16:58:38.692983
24.0,43.0,2019-07-04 16:58:39.219227
24.0,41.0,2019-07-04 16:58:39.746978
24.0,41.0,2019-07-04 16:58:40.273056
24.0,40.0,2019-07-04 16:58:40.799079
23.0,40.0,2019-07-04 16:58:41.346228
24.0,40.0,2019-07-04 16:58:41.874004
24.0,40.0,2019-07-04 16:58:42.401831
24.0,40.0,2019-07-04 16:58:42.929691
24.0,40.0,2019-07-04 16:58:43.457478
24.0,40.0,2019-07-04 16:58:43.985234
24.0,40.0,2019-07-04 16:58:47.040407
24.0,42.0,2019-07-04 16:58:47.568233
23.0,41.0,2019-07-04 16:58:48.096093
24.0,41.0,2019-07-04 16:58:48.624049
24.0,40.0,2019-07-04 16:58:49.151875
24.0,40.0,2019-07-04 16:58:52.207045
24.0,44.0,2019-07-04 16:58:52.756167
24.0,40.0,2019-07-04 16:58:53.284074
24.0,40.0,2019-07-04 16:58:53.811889
24.0,40.0,2019-07-04 16:58:54.339608
24.0,40.0,2019-07-04 16:58:54.867302
24.0,40.0,2019-07-04 16:58:55.395094
24.0,40.0,2019-07-04 16:58:55.922912
23.0,40.0,2019-07-04 16:58:56.450939
24.0,40.0,2019-07-04 16:58:56.978639
24.0,39.0,2019-07-04 16:58:57.506664
24.0,40.0,2019-07-04 16:58:58.034515
24.0,39.0,2019-07-04 16:58:58.562769
24.0,39.0,2019-07-04 16:59:01.621947
12.0,148.0,2019-07-04 16:59:02.150429
24.0,40.0,2019-07-04 16:59:02.678719
24.0,40.0,2019-07-04 16:59:03.228899
23.0,40.0,2019-07-04 16:59:03.757281
25.0,42.0,2019-07-04 16:59:04.285384
24.0,40.0,2019-07-04 16:59:07.341253
24.0,41.0,2019-07-04 16:59:07.869623
24.0,40.0,2019-07-04 16:59:10.957298
24.0,42.0,2019-07-04 16:59:11.485430
24.0,40.0,2019-07-04 16:59:12.013446
24.0,40.0,2019-07-04 16:59:12.541358
24.0,41.0,2019-07-04 16:59:13.069344
24.0,40.0,2019-07-04 16:59:13.598013
24.0,40.0,2019-07-04 16:59:14.125947
24.0,40.0,2019-07-04 16:59:17.181318
24.0,41.0,2019-07-04 16:59:20.237068
24.0,42.0,2019-07-04 16:59:20.765247
24.0,41.0,2019-07-04 16:59:21.293639
24.0,40.0,2019-07-04 16:59:21.822096
24.0,40.0,2019-07-04 16:59:22.350291
24.0,40.0,2019-07-04 16:59:22.878512
24.0,40.0,2019-07-04 16:59:23.406659
24.0,40.0,2019-07-04 16:59:23.934870
24.0,40.0,2019-07-04 16:59:24.462771
24.0,40.0,2019-07-04 16:59:24.990856
24.0,39.0,2019-07-04 16:59:28.069127
24.0,42.0,2019-07-04 16:59:28.597129
24.0,41.0,2019-07-04 16:59:29.126592
24.0,40.0,2019-07-04 16:59:29.654530
24.0,40.0,2019-07-04 16:59:30.182828
24.0,40.0,2019-07-04 16:59:30.730213
24.0,40.0,2019-07-04 16:59:33.786442
24.0,42.0,2019-07-04 16:59:34.314890
24.0,41.0,2019-07-04 16:59:34.843336
24.0,40.0,2019-07-04 16:59:35.371657
24.0,41.0,2019-07-04 16:59:35.919177
24.0,40.0,2019-07-04 16:59:36.445249
24.0,40.0,2019-07-04 16:59:36.973575
24.0,40.0,2019-07-04 16:59:40.029457
24.0,41.0,2019-07-04 16:59:43.089473
24.0,42.0,2019-07-04 16:59:43.617618
12.0,148.0,2019-07-04 16:59:44.145649
24.0,40.0,2019-07-04 16:59:44.673720
24.0,40.0,2019-07-04 16:59:45.202478
24.0,40.0,2019-07-04 16:59:45.730503
24.0,40.0,2019-07-04 16:59:46.258825
24.0,40.0,2019-07-04 16:59:46.787152
24.0,40.0,2019-07-04 16:59:47.315476
24.0,40.0,2019-07-04 16:59:47.843837
24.0,40.0,2019-07-04 16:59:48.372199
24.0,40.0,2019-07-04 16:59:48.900274
23.0,39.0,2019-07-04 16:59:49.429630
24.0,40.0,2019-07-04 16:59:52.490105
24.0,42.0,2019-07-04 16:59:53.018544
24.0,41.0,2019-07-04 16:59:53.546981
24.0,40.0,2019-07-04 16:59:54.094451
23.0,40.0,2019-07-04 16:59:57.151939
24.0,42.0,2019-07-04 17:00:02.737580
24.0,43.0,2019-07-04 17:00:03.265906
24.0,43.0,2019-07-04 17:00:03.794265
23.0,41.0,2019-07-04 17:00:04.322693
24.0,40.0,2019-07-04 17:00:07.378620
24.0,42.0,2019-07-04 17:00:12.972754
24.0,41.0,2019-07-04 17:00:16.028791
24.0,44.0,2019-07-04 17:00:16.557087
24.0,40.0,2019-07-04 17:00:17.085752
24.0,41.0,2019-07-04 17:00:17.613799
24.0,41.0,2019-07-04 17:00:18.141765
24.0,41.0,2019-07-04 17:00:18.688460
24.0,40.0,2019-07-04 17:00:19.216683
24.0,41.0,2019-07-04 17:00:19.744986
24.0,40.0,2019-07-04 17:00:20.273258
24.0,40.0,2019-07-04 17:00:20.801472
23.0,40.0,2019-07-04 17:00:23.856893
24.0,42.0,2019-07-04 17:00:24.383166
24.0,41.0,2019-07-04 17:00:24.911677
24.0,42.0,2019-07-04 17:00:25.438222
24.0,41.0,2019-07-04 17:00:25.964559
24.0,41.0,2019-07-04 17:00:29.019037
24.0,41.0,2019-07-04 17:00:29.547218
24.0,41.0,2019-07-04 17:00:30.075309
23.0,41.0,2019-07-04 17:00:30.603535
24.0,40.0,2019-07-04 17:00:31.131438
24.0,40.0,2019-07-04 17:00:34.191436
24.0,42.0,2019-07-04 17:00:34.719529
24.0,41.0,2019-07-04 17:00:35.247514
24.0,40.0,2019-07-04 17:00:35.775429
23.0,40.0,2019-07-04 17:00:36.304066
24.0,41.0,2019-07-04 17:00:36.830326
24.0,40.0,2019-07-04 17:00:39.885587
24.0,43.0,2019-07-04 17:00:40.433352
12.0,148.0,2019-07-04 17:00:40.961044
24.0,40.0,2019-07-04 17:00:41.488768
24.0,40.0,2019-07-04 17:00:44.544135
24.0,42.0,2019-07-04 17:00:45.071995
24.0,41.0,2019-07-04 17:00:45.599827
24.0,40.0,2019-07-04 17:00:46.127527
24.0,40.0,2019-07-04 17:00:46.655277
24.0,40.0,2019-07-04 17:00:47.183053
24.0,40.0,2019-07-04 17:00:47.710722
24.0,40.0,2019-07-04 17:00:48.238372
24.0,40.0,2019-07-04 17:00:51.293453
24.0,40.0,2019-07-04 17:00:54.348684
24.0,42.0,2019-07-04 17:00:54.876445
24.0,41.0,2019-07-04 17:00:57.931900
24.0,42.0,2019-07-04 17:00:58.459730
24.0,41.0,2019-07-04 17:00:58.987517
24.0,43.0,2019-07-04 17:01:04.574460
24.0,42.0,2019-07-04 17:01:05.102349
24.0,41.0,2019-07-04 17:01:05.630099
24.0,41.0,2019-07-04 17:01:06.157881
24.0,41.0,2019-07-04 17:01:06.685818
24.0,40.0,2019-07-04 17:01:07.213559
24.0,40.0,2019-07-04 17:01:07.741253
24.0,40.0,2019-07-04 17:01:08.269468
24.0,40.0,2019-07-04 17:01:08.797407
24.0,40.0,2019-07-04 17:01:09.325140
24.0,41.0,2019-07-04 17:01:09.853003
24.0,40.0,2019-07-04 17:01:10.380694
24.0,40.0,2019-07-04 17:01:13.435838
24.0,42.0,2019-07-04 17:01:13.963684
24.0,41.0,2019-07-04 17:01:14.491474
24.0,40.0,2019-07-04 17:01:17.566139
24.0,42.0,2019-07-04 17:01:18.094005
24.0,41.0,2019-07-04 17:01:18.620164
24.0,40.0,2019-07-04 17:01:19.146356
24.0,40.0,2019-07-04 17:01:19.672436
24.0,41.0,2019-07-04 17:01:20.198668
24.0,40.0,2019-07-04 17:01:20.726522
24.0,42.0,2019-07-04 17:01:26.312975
